authorDisplayName,publishedAt,likeCount,textOriginal,textPreprocess
@ezma8913,2023-04-12T19:48:48Z,1,❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji ‍ emoji fuego emoji
@ElTioCampesino272,2023-04-12T04:38:07Z,12,Una De Las Canciones Donde Me Siento Feliz Cuando Las Escucho♥️,Una De Las Canciones Donde Me Siento Feliz Cuando Las Escucho emoji corazón rojo emoji
@fabianhernandez615,2023-04-11T03:00:41Z,0,Goku,Goku
@fabiomariani366,2023-04-10T21:58:48Z,1,Grande Ozuna siempre sacando temazos y este es uno de ellos 🥵😈🙏,Grande Ozuna siempre sacando temazos y este es uno de ellos  emoji cara con calor emoji  emoji cara sonriendo con cuernos emoji  emoji manos en oración emoji
@MAKE_7MUSIC,2023-04-10T20:00:54Z,1,Un buen tema 💯,Un buen tema  emoji cien puntos emoji
@stevenpalaciosalarcon3405,2023-04-10T17:31:12Z,2,este temon me trae  RECUERDOS,este temon me trae  RECUERDOS
@CometaCuantica,2023-04-10T02:40:10Z,0,Lo que más me gustaba de esta canción era que tenía sonido de muerte de Roblox de antes :C,Lo que más me gustaba de esta canción era que tenía sonido de muerte de Roblox de antes :C
@rauddyrivera1693,2023-04-10T00:08:07Z,0,Llegamos 🎉🎉,Llegamos  emoji cañón de confeti emoji  emoji cañón de confeti emoji
@md.jahangirhossainkhan2962,2023-04-09T07:10:41Z,2,"Hay bro I,m Bangladeshi boy.I,m your big fan.please come to Bangladesh.❤❤❤❤","Hay bro I,m Bangladeshi boy.I,m your big fan.please come to Bangladesh."
@estefanyherrera5296,2023-04-09T00:35:18Z,0,Hola Erika mosquera,Hola Erika mosquera
@estefanyherrera5296,2023-04-09T00:34:57Z,0,Hila barbie,Hila barbie
@estefanyherrera5296,2023-04-09T00:34:39Z,0,Hola música,Hola música
@estefanyherrera5296,2023-04-09T00:34:06Z,0,Hola  Dibujor,Hola  Dibujor
@sergioivanquispecastro8918,2023-04-09T00:05:30Z,1,La encontré está canción me traslada a una época q jamás olvidaré <3,La encontré está canción me traslada a una época q jamás olvidaré <3
@Stay100chicago,2023-04-08T18:24:07Z,0,😊😊😊...,emoji cara feliz con ojos sonrientes emoji  emoji cara feliz con ojos sonrientes emoji  emoji cara feliz con ojos sonrientes emoji ...
@JoseTorres-sh6st,2023-04-08T17:45:22Z,3,"temazos que se nos han pasado? antes eran unas joyas, ahora solo dicen groserias que hacen quemar y aburrir sus canciones, no hay punto de comparacion con las canciones de hace 6 o 5 años antes","temazos que se nos han pasado? antes eran unas joyas, ahora solo dicen groserias que hacen quemar y aburrir sus canciones, no hay punto de comparacion con las canciones de hace 6 o 5 años antes"
@martinakunzmosohyoso9590,2023-04-08T17:40:03Z,0,PTSA,PTSA
@margaritadelvalle6563,2023-04-08T16:19:45Z,0,🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹😣🎉🎉🎉🎉,🥹🥹🥹 emoji cara desesperada emoji  emoji cañón de confeti emoji  emoji cañón de confeti emoji  emoji cañón de confeti emoji
@user-hy5fr5ro3m,2023-04-06T23:45:08Z,3,流石にMV可愛すぎ🥰🥹🌈,流石にMV可愛すぎ emoji cara sonriendo con corazones emoji 🥹 emoji arcoíris emoji
@nolviamejia4254,2023-04-06T17:20:09Z,0,🐻,emoji oso emoji
@roneljesus,2023-04-06T00:29:50Z,1,Abril de 2023 y todavía suena cuando limpio en casa,Abril de 2023 y todavía suena cuando limpio en casa
@juanacaceresc.8376,2023-04-04T19:00:32Z,0,Eso canta hermoso❤🥴🥴,Eso canta hermoso emoji cara de grogui emoji  emoji cara de grogui emoji
@jj9528,2023-04-04T10:43:46Z,0,That's awesome bro. I admire you and like your music keep up the good work.,That's awesome bro. I admire you and like your music keep up the good work.
