,authorDisplayName,publishedAt,likeCount,textOriginal,textPreprocess
82,@denisst9274,2024-02-08T04:49:45Z,8,"Dejen en paz a Jesús Adrian, solo el y Dios saben lo que pasá, dejen de juzgar, ustedes tampoco son perfectos, no vengan a señalar algo que ustedes no saben y mejor dusfruten la canción y si no les gusta pues no la escuchen.",dejen paz jesús adrian solo dios saben pasá dejen juzgar ustedes tampoco perfectos vengan señalar ustedes saben mejor dusfruten canción si gusta pues escuchen
83,@patriciocruz8226,2024-02-08T04:46:53Z,0,increíble tríoooo,increíble tríooo
84,@denisst9274,2024-02-08T04:39:38Z,0,Siempre quise escuchar a Kim y a Jesús Adrian cantar juntos. 🤭 Muy linda canción siempre siento ganas de llorar de felicidad cuando la escucho. ❤,siempre quise escuchar kim jesús adrian cantar juntos emoji cara mano boca emoji linda canción siempre siento ganas llorar felicidad escucho
85,@MaykDiaz,2024-02-08T04:39:03Z,0,Queda mejor con lily Goodman q con esa otra chava 😩🤚,queda mejor lily goodman q chava emoji cara agotada emoji emoji dorso mano emoji
86,@juanjo5433,2024-02-08T03:56:18Z,8,"Hermosa voz la de Kim Richards 
Que hermosa canción!",hermosa voz kim richards hermosa canción
87,@ElisabeCartaagena,2024-02-08T03:18:44Z,1,Linda canción,linda canción
88,@LuisCardenas-bp8gw,2024-02-08T03:17:35Z,0,"Que feo cantó Kim Richards, parece que le dio frío y le temblaba la voz horrible",feo cantó kim richards parece dio frío temblaba voz horrible
89,@hybrydtonesstudios1149,2024-02-08T03:15:20Z,2,A cada quien Dios le ha dado su color su esencia 🎉 buenos artistas 😊,cada dios dado color esencia emoji cañón confeti emoji buenos artistas emoji cara feliz ojos sonrientes emoji
90,@brigithbuesaco7303,2024-02-08T02:32:37Z,1,"Para honra, honor y gloria del Todopoderoso, nuestro Señor de señores 🙌👣
Benditos adoradores en espíritu y en verdad, sus corazones son conocidos a los ojos del Altísimo 🤗💞🙏",honra honor gloria todopoderoso señor señores emoji manos levantadas celebrando emoji emoji huellas pies emoji benditos adoradores espíritu verdad corazones conocidos ojos altísimo emoji cara manos abrazando emoji emoji corazones giratorios emoji emoji manos oración emoji
91,@user-ru1ew1hr8e,2024-02-08T01:58:34Z,0,"hablando un poco del sonido, pienso que se siente muy ruidoso y no se sienten tan separados los instrumentos, es como si se opacaran uno sobre los otros, hay un material increíble aquí, pero esa post producción en mi opinión no esta bien ejecutada.",hablando sonido pienso ruidoso sienten tan separados instrumentos si opacaran material increíble aquí post producción opinión bien ejecutada
92,@nereagaleano8622,2024-02-08T01:52:40Z,0,necesito colaboración de uncorazoooon con Jesús adrian romero por fisss,necesito colaboración uncorazooon jesús adrian romero fisss
93,@jethbreiner,2024-02-08T01:18:43Z,1,Temazo!,temazo
94,@user-tj5km9ty39,2024-02-08T01:01:41Z,0,Si señor gracias por su trío que gran dueto alex,si señor gracias trío gran dueto alex
95,@gloriazohelortegatoro7996,2024-02-08T01:00:55Z,1,Dios los bendiga . Cada q escucho el taller del maestro la piel se me pone chinita  q hermosura de canción para nuestro padre celestial,dios bendiga cada q escucho taller maestro piel pone chinita q hermosura canción padre celestial
96,@marianelagomezagudelo7227,2024-02-08T00:37:16Z,5,Amen de corazón sola hay un solo   Dios que tiene derecho a juzgarnos  Dios melos bendiga  🙏🏻 y miles de bendiciones 🙏🏻 ❤💫💞❣💙❤💥💯🤍🤲👏👏👏,amen corazón sola solo dios derecho juzgarnos dios melos bendiga emoji manos oración tono piel claro emoji miles bendiciones emoji manos oración tono piel claro emoji emoji símbolo mareo emoji emoji corazones giratorios emoji emoji exclamación corazón emoji emoji corazón azul emoji emoji colisión emoji emoji cien puntos emoji emoji corazón blanco emoji emoji palmas hacia arriba juntas emoji emoji manos aplaudiendo emoji emoji manos aplaudiendo emoji emoji manos aplaudiendo emoji
97,@daveaceligil809,2024-02-08T00:31:40Z,16,"Me gusta más la versión acústica con Lily Goodman.

Bendiciones a todos.

Saludos desde Tabasco, México.",gusta versión acústica lily goodman bendiciones saludos tabasco méxico
98,@kreilacoronadosalvatierra5579,2024-02-08T00:08:53Z,3,Sin duda su vida va a cambiar mucho mas por tus oraciones que por tus acusaciones públicas (intercede en lugar de murmurar) 👍🏻,duda vida va cambiar mas oraciones acusaciones públicas intercede lugar murmurar emoji pulgar hacia arriba tono piel claro emoji
99,@carlosperez728,2024-02-07T23:04:30Z,1,❤️11❤️11❤️♒🧿💙💜🧡💛💚🤍🖤☀️🌧️🌷🌍😇👽💪🕊️🔥❤️‍🔥🫶Amen1111,emoji acuario emoji emoji ojo turco emoji emoji corazón azul emoji emoji corazón morado emoji emoji corazón naranja emoji emoji corazón amarillo emoji emoji corazón verde emoji emoji corazón blanco emoji emoji corazón negro emoji emoji sol emoji emoji nube lluvia emoji emoji tulipán emoji emoji globo terráqueo mostrando europa áfrica emoji emoji cara sonriendo aureola emoji emoji alienígena emoji emoji bíceps flexionado emoji emoji paloma emoji emoji fuego emoji emoji fuego emoji amen
100,@user-qt6be6if1x,2024-02-07T22:58:44Z,3,Los Tres Mejores,tres mejores
101,@blancaleonorlopezmorales4925,2024-02-07T22:53:47Z,2,Waooo me gusto mucho esta versión!!! mi total admiración Alex Campos eres orgullo Colombino Dios te bendiga!!!,waooo gusto versión total admiración alex campos orgullo colombino dios bendiga
102,@ramirezgarciasadocabimael8172,2024-02-07T22:53:42Z,16,"Esta canción está pesadísima!!! 🔥Tremenda interpretación de Jesús, Alex y Kim ✨🌻✨🌻✨🌻✨🌻✨  Alex uno de los mejores salmistas de toda América Latina 🔥✨🔥De colombia para el mundo papa 🇲🇽 🔥 🇨🇴",canción pesadísima emoji fuego emoji tremenda interpretación jesús alex kim emoji chispas emoji emoji girasol emoji emoji chispas emoji emoji girasol emoji emoji chispas emoji emoji girasol emoji emoji chispas emoji emoji girasol emoji emoji chispas emoji alex mejores salmistas toda américa latina emoji fuego emoji emoji chispas emoji emoji fuego emoji colombia mundo papa emoji bandera méxico emoji emoji fuego emoji emoji bandera colombia emoji
103,@YaritzaDenisseCalleSosa,2024-02-07T22:48:48Z,3,"Dios bendiga a Kim, Jesús y Alex. Los siga llenando de su poder y su gracia, restaure sus vidas en todo sentido. Cariños y saludos desde Arica-Chile ❤🤗🇨🇱",dios bendiga kim jesús alex siga llenando poder gracia restaure vidas cariños saludos aricachile emoji cara manos abrazando emoji emoji bandera chile emoji
104,@santiagosanchezpuentes4602,2024-02-07T22:42:13Z,1,Esa noche!!! ❤❤❤ Esa bendita noche ❤❤❤❤❤,noche bendita noche
105,@ratinize,2024-02-07T22:13:39Z,2,"No es por nada encontra, pero cada quien tiene su estilo de  interpretar canciones y aqui alex es el que la lleva mejor, ya que Kim y Adrian son talentos muy distintos no se que si alguien esta de acuerdo pero no hay complemento, aunque intentaron hacer buena combinacion...es como si estuvieran en el escenario Predicando ...Yiye Avila, Guillermo Maldonado E Itiel Arroyo....:)",encontra cada estilo interpretar canciones aqui alex lleva mejor kim adrian talentos distintos si alguien acuerdo complemento aunque intentaron hacer buena combinaciones si escenario predicando yiye avila guillermo maldonado itiel arroyo
106,@SilviaGuerrero-dd6gq,2024-02-07T21:49:25Z,2,Excelentes músicos elegidos por el Señor,excelentes músicos elegidos señor
107,@SilviaGuerrero-dd6gq,2024-02-07T21:48:51Z,7,"A los que están criticando, les digo que el dia que llenen estadios  adorando al Señor y acercando a millones a su presencia ese dia critiquen si pueden",criticando digo dia llenen estadios adorando señor acercando millones presencia dia critiquen si pueden
108,@carlosmanueltarrillocampos3860,2024-02-07T21:41:47Z,1,"Me gusta esta nueva versión
Bendiciones 😊",gusta nueva versión bendiciones emoji cara feliz ojos sonrientes emoji
109,@victoriapinango-tp1du,2024-02-07T21:30:45Z,7,Abrazos desde Venezuela 😢 mis hermanos! Dijo mi hermoso y amado SEÑOR JESUCRISTO el que este libre de pecado que tire la primera piedra! Ama a tu prójimo! Demos la gracia redentora y la compasión que hemos recibido 😢,abrazos venezuela emoji cara llorando emoji hermanos dijo hermoso amado señor jesucristo libre pecado tire primera piedra ama prójimo demos gracia redentora compasión recibido emoji cara llorando emoji
110,@christianfuerez773,2024-02-07T21:13:03Z,2,"Show ""cristiano""",show cristiano
111,@joelbaca2978,2024-02-07T21:07:32Z,3,Hay que orar por ellos,orar
112,@joelcondorimamani-bs5gj,2024-02-07T20:56:20Z,4,Saludos desde ❤🇧🇴y buen duo Jesus Adrian Romero y Kim Richards 👋,saludos emoji bandera bolivia emoji buen duo jesus adrian romero kim richards emoji mano saludando emoji
113,@BrendaC.M,2024-02-07T20:30:50Z,48,"3 generaciones distintas, unidos para transmitir el mensaje de Dios 🎶 un temazo que nunca envejese",generaciones distintas unidos transmitir mensaje dios emoji notas musicales emoji temazo nunca envejese
114,@user-js6zd5fz1o,2024-02-07T20:20:18Z,4,Jesus Adrian le dio otro plus ala canción que gran acierto de Alex no pudo estar mejor y ni hablar de Kim,jesus adrian dio plus ala canción gran acierto alex pudo mejor hablar kim
115,@mayradiaz6976,2024-02-07T20:16:16Z,1,🔥 ❤,emoji fuego emoji
116,@pastorjesusg,2024-02-07T20:15:31Z,2,Esa guitarra del comienzo es lo maximo🔥🔥🔥👏🏻👏🏻,guitarra comienzo maximo emoji fuego emoji emoji fuego emoji emoji fuego emoji emoji manos aplaudiendo tono piel claro emoji emoji manos aplaudiendo tono piel claro emoji
117,@LauraCorredor79,2024-02-07T20:13:03Z,1,con Kim Richards super!!!!!,kim richards super
118,@ruthtornez1010,2024-02-07T20:07:29Z,1,Bendiciones para todos❤😊,bendiciones emoji cara feliz ojos sonrientes emoji
119,@susysilva7022,2024-02-07T19:38:32Z,1,Hermosa canción.  Bendiciones  a los 3  el Señor  bendiga  cada ministerio.,hermosa canción bendiciones señor bendiga cada ministerio
120,@gladisjara3644,2024-02-07T19:34:05Z,2,Saludos desde Argentina vi tu testimonio y empecé a escuchar tus canciones y como adoras a Dios,saludos argentina vi testimonio empecé escuchar canciones adoras dios
121,@valentinomelgarejo6847,2024-02-07T19:16:40Z,2,"Sin ofender en esta canción suena mejor sin voz de chica , muy agudo es y de lo q estamos con un estabilidad de voz como es campos y Adrián se va a uno muy agudo como el de Kim , si solo lo cantara Alex y Adrián seria una canción con varios millones de vistas",ofender canción suena mejor voz chica agudo q estabilidad voz campos adrián va agudo kim si solo cantara alex adrián seria canción varios millones vistas
122,@MiracleMaker999,2024-02-07T19:04:12Z,2,"Bendita canción SANADORA 🙏🏻la letra cobra sentido cuando se está pasando por el dolor más profundo del cuerpo y el angustioso quebrantamiento del alma 🙌🏻 Dios bendiga a mis hermanos que se encuentran en reconstrucción y que las manos del alfarero los levante de sus lechos, los saque de los hospitales y sople de nuevo aliento de vida en sus órganos 😇 para que Sigan, soñando, conquistando y extendiendo el Reino de Dios en la tierra 🌎 🌌",bendita canción sanadora emoji manos oración tono piel claro emoji letra cobra pasando dolor profundo cuerpo angustioso quebrantamiento alma emoji manos levantadas celebrando tono piel claro emoji dios bendiga hermanos encuentran reconstrucción manos alfarero levante lechos saque hospitales sople nuevo aliento vida órganos emoji cara sonriendo aureola emoji sigan soñando conquistando extendiendo reino dios tierra emoji globo terráqueo mostrando américa emoji emoji vía láctea emoji
123,@linochicaiza1739,2024-02-07T19:02:26Z,0,Les qdo hermosa 💖 😊,qdo hermosa emoji corazón brillante emoji emoji cara feliz ojos sonrientes emoji
124,@BendicionStudios,2024-02-07T18:56:46Z,3,"""Esta hermosa canción ha llegado a muchos de nosotros, llenando nuestros días con su melodía sanadora. A través de esta canción, sentimos la presencia de Dios curando nuestras heridas. Su impacto se siente profundamente, recordándonos el poder de la música para aliviar nuestras penas y unirnos en momentos difíciles.""",hermosa canción llegado llenando días melodía sanadora través canción sentimos presencia dios curando heridas impacto profundamente recordándonos poder música aliviar penas unirnos momentos difíciles
125,@davidricardorubio7,2024-02-07T18:49:25Z,2,Ése concierto fue de gran bendición y estuvo increíble. Esperamos más contenido del mismo Gracias Alex.,ése concierto gran bendición increíble esperamos contenido mismo gracias alex
126,@danielcatalanoficial,2024-02-07T18:45:18Z,4,"Bendito taller , donde Dios nos moldea a su forma ! ❤",bendito taller dios moldea forma
127,@RenacerFaithMusica,2024-02-07T18:44:20Z,2,Grandes de la música cristiana!. !! Al taller del Maestro. 🎉🎉 . Bravo . Dios los bendiga,grandes música cristiana taller maestro emoji cañón confeti emoji emoji cañón confeti emoji bravo dios bendiga
128,@XiomaraBelloLagunas,2024-02-07T18:22:19Z,3,Yo no esperaba este trío gracias por compartir sus talentos hermanos,esperaba trío gracias compartir talentos hermanos
129,@alexfonsi504,2024-02-07T18:22:07Z,0,"No llena esta versión fue con lily godman ahora con Kim, y cada ves se va perdido esta canción",llena versión lily godman ahora kim cada ves va perdido canción
130,@marcomorales7649,2024-02-07T17:33:57Z,0,Años de no oir esta cancion y senti una bonita emocion al oirla hoy! Bendiciones,años oir cancion senti bonita emocion oirla hoy bendiciones
131,@alantaste77,2024-02-07T17:15:33Z,0,Ojalá JAM vuelva a la verdad 🙏,ojalá jam vuelva verdad emoji manos oración emoji
132,@elizabethglz,2024-02-07T17:10:42Z,0,QUE BELLEZAAAAAA :),bellezaaa
133,@FranklinMinistrymusic,2024-02-07T17:04:38Z,0,Moy bonita la canción Dios los bendiga mucho ❤,moy bonita canción dios bendiga
134,@greciacontreras5395,2024-02-07T17:01:11Z,0,Veremos el video de reforma en vivo?,veremos video reforma vivo
135,@juandanielt6656,2024-02-07T16:51:53Z,0,"En la Palabra del Señor dice: ‭
S. Lucas‬ ‭5:36‬
Les dijo también una parábola: Nadie corta un pedazo de un vestido nuevo y lo pone en un vestido viejo; pues si lo hace, no solamente rompe el nuevo, sino que el remiendo sacado de él no armoniza con el viejo. 

El Señor no nos remienda, sino que el es Dios de cosas nuevas, el nos hace nuevos por su hijo Jesucristo, no nos hace remendados, y deberían cambiar la letra de esta canción, bendiciones",palabra señor dice s lucas dijo parábola nadie corta pedazo vestido nuevo pone vestido viejo pues si hace solamente rompe nuevo sino remiendo sacado armoniza viejo señor remienda sino dios cosas nuevas hace nuevos hijo jesucristo hace remendados deberían cambiar letra canción bendiciones
136,@daviddmusicoficial,2024-02-07T16:50:27Z,5,Alex campos es unos de los cantantes más infravalorados de la música por sus exelentes temazos debería tener aún más reconocimiento 🥺😢😢,alex campos cantantes infravalorados música exelentes temazos debería tener aún reconocimiento emoji cara favor emoji emoji cara llorando emoji emoji cara llorando emoji
137,@ingrid434,2024-02-07T16:46:59Z,1,🙌🏼🫶🏼,emoji manos levantadas celebrando tono piel claro medio emoji
138,@cristiandavidvelosam5282,2024-02-07T16:45:53Z,1,Ese día fue geniaaaaal ❤🔥🔥🔥,día geniaaal emoji fuego emoji emoji fuego emoji emoji fuego emoji
139,@cinyope,2024-02-07T16:38:23Z,1,Demasiado linda....❤ esta canción representa tanto para mi..,demasiado linda canción representa
140,@sorayasoto3749,2024-02-07T16:37:37Z,2,Me encanta esta nueva versión! Hermoso! Esta canción es maravillosa Alex ❤❤❤,encanta nueva versión hermoso canción maravillosa alex
141,@mariacoronado3991,2024-02-07T16:36:17Z,1,"Hermoso felicitaciones excelente, un abrazo fuerte",hermoso felicitaciones excelente abrazo fuerte
142,@amiraherreraaleman8050,2024-02-07T16:27:44Z,0,❤❤❤,
143,@brisacanezza4442,2024-02-07T16:21:06Z,0,"todo mi cariño, mis bendiciones y mi apoyo siempre para ustedes bendiciones para sus hermosas familias que sean siempre bendecidos por Dios❤ saludos desde🇦🇷 bendiciones",cariño bendiciones apoyo siempre ustedes bendiciones hermosas familias siempre bendecidos dios saludos emoji bandera argentina emoji bendiciones
144,@brisacanezza4442,2024-02-07T16:14:28Z,5,Alex que gran bendición escucharlos cantar juntos está hermosa canción de #altallerdelmaestro con @kimyrichars y @jesusadrian que Dios los bendiga son increíbles Dios los bendiga siempre🙏🏻🙏🏻,alex gran bendición escucharlos cantar juntos hermosa canción hashtag altallerdelmaestro usuario usuario dios bendiga increíbles dios bendiga siempre emoji manos oración tono piel claro emoji emoji manos oración tono piel claro emoji
145,@bryanmorales4294,2024-02-07T16:07:39Z,0,Wow los mejores juntos ❤️‍🩹,wow mejores juntos emoji tirita emoji
146,@lidiasapunarmorales3371,2024-02-07T16:04:48Z,4,Saludos desde Chile que maravillosos talentos lograr juntarse para la adoración del Rey de reyes  Alfa y Omaga  Señor Jesús❤❤❤,saludos chile maravillosos talentos lograr juntarse adoración rey reyes alfa omaga señor jesús
147,@lucilaflores7507,2024-02-07T16:03:57Z,4,No debemos criticar Dios no nos mandó a jusgar a nadie sino que oremos y nos amemos si tú hermano cae dale la mano ✋ no trates de undirlo más,debemos criticar dios mandó jusgar nadie sino oremos amemos si hermano cae dale mano emoji mano levantada emoji trates undirlo
148,@olgalidiaherreraherrera166,2024-02-07T16:03:32Z,0,Que hermosa canción ❤,hermosa canción
149,@macarenasuarez3065,2024-02-07T15:54:17Z,1,"Otra muy hermosa versión , el Señor siga bendiciendo sus vidas, gracias , saludos desde Uruguay",hermosa versión señor siga bendiciendo vidas gracias saludos uruguay
